ontology look-up	TechTool	0.82	0.00	0.00	0.18
speaker-independent training	TechTool	0.91	0.02	0.06	0.01
thesaurus generation task	TechTool	0.82	0.00	0.18	0.00
iterative language model	DSMMM	0.18	0.00	0.00	0.82
parser recovery	TechTool	0.99	0.00	0.01	0.00
multigen summarization system	TechTool	0.99	0.00	0.00	0.00
syntactic coherence	TechTool	0.37	0.05	0.36	0.22
discriminative parsing	TechTool	0.98	0.00	0.00	0.02
arpa atis corpus	Linguistics	0.00	0.96	0.04	0.00
semantic role system	TechTool	0.88	0.03	0.09	0.00
lnternet access	TechTool	0.79	0.01	0.03	0.18
rhetorical function	Linguistics	0.03	0.67	0.26	0.04
unweighted parsing	TechTool	0.95	0.00	0.01	0.04
uniform-cost search	TechTool	0.74	0.00	0.00	0.26
analysis model	DSMMM	0.49	0.00	0.00	0.51
adaptive modeling	TechTool	0.99	0.00	0.00	0.00
twoqevel grammar interpretation	TechTool	0.91	0.01	0.02	0.06
intelligent text processing	TechTool	0.97	0.00	0.03	0.00
topicalized matrix subject	Linguistics	0.03	0.60	0.37	0.00
sentence generation model	DSMMM	0.42	0.00	0.00	0.58
metonymy resolution	TechTool	0.89	0.10	0.01	0.00
sense disarnbiguation	TechTool	0.80	0.11	0.09	0.00
language quantifier scope	DSMMM	0.02	0.24	0.21	0.53
multiset-ccg	TechTool	0.96	0.02	0.01	0.01
speech annotation	TechTool	0.79	0.06	0.13	0.02
dependency-directed hacktracking \	TechTool	0.83	0.05	0.00	0.12
machine learning algorithms	TechTool	0.90	0.00	0.10	0.00
non-sequential classifier	TechTool	0.95	0.00	0.05	0.01
disjunctive entry	TechTool	0.96	0.03	0.00	0.01
dp matching	TechTool	0.84	0.00	0.00	0.16
term normalization	DSMMM	0.50	0.00	0.00	0.50
conversation translation	other	0.27	0.16	0.54	0.03
domain-specific automatic term recognition	TechTool	0.96	0.02	0.02	0.00
chinese question answering	Linguistics	0.19	0.62	0.16	0.03
surface word order	other	0.01	0.01	0.81	0.17
lvcsr system training	TechTool	0.95	0.01	0.03	0.01
semantic agreement	DSMMM	0.01	0.01	0.16	0.82
interstratal mapping	TechTool	0.37	0.23	0.21	0.19
language proccssing	TechTool	0.61	0.14	0.12	0.14
mapping function	TechTool	0.52	0.00	0.47	0.01
name entity recognition	TechTool	0.85	0.07	0.05	0.03
language pairs	Linguistics	0.02	0.89	0.05	0.05
model mixing	TechTool	0.59	0.00	0.00	0.40
intention-based segmentation	TechTool	0.92	0.00	0.08	0.00
linguistic variation	other	0.00	0.01	0.61	0.38
phone recognizer	TechTool	0.93	0.00	0.01	0.06
stochastic gradient optimization	TechTool	1.00	0.00	0.00	0.00
regular expression search	TechTool	0.87	0.00	0.04	0.09
cognitive perspective	Linguistics	0.00	0.52	0.46	0.01
intellectual property	other	0.11	0.26	0.45	0.18
stress pattern	DSMMM	0.29	0.00	0.17	0.54
head movement constraint	other	0.47	0.01	0.50	0.03
template creation	TechTool	0.98	0.00	0.02	0.00
semantic score function	DSMMM	0.03	0.02	0.03	0.93
phone classification	TechTool	0.94	0.00	0.00	0.06
japanese text generation	TechTool	0.95	0.02	0.02	0.00
discourse parameter	other	0.15	0.04	0.77	0.04
bayesian approach	TechTool	1.00	0.00	0.00	0.00
factored modeling	TechTool	0.84	0.00	0.11	0.04
linear-time clustering	TechTool	0.94	0.00	0.00	0.06
propbank	TechTool	0.81	0.05	0.07	0.06
voting mechanism	TechTool	0.99	0.00	0.00	0.01
tex t processing	TechTool	0.89	0.03	0.08	0.00
data preparation	other	0.23	0.00	0.76	0.01
multi-stage lattice parsing	TechTool	0.95	0.00	0.03	0.01
relation identification	TechTool	0.85	0.00	0.15	0.00
compound noun detection	TechTool	0.53	0.46	0.00	0.01
resonant tunneling	TechTool	0.55	0.14	0.28	0.03
term recognition system	TechTool	0.91	0.01	0.00	0.08
noun phrase segmentation	TechTool	0.60	0.40	0.00	0.01
unicode character set	other	0.04	0.21	0.45	0.30
two-level morphology model	TechTool	0.47	0.01	0.12	0.40
wsj development set	other	0.04	0.33	0.57	0.06
automatic semantic class prediction	TechTool	0.93	0.00	0.02	0.06
corpus-based estimation	TechTool	0.92	0.03	0.00	0.05
dictionary-based method	TechTool	0.87	0.04	0.00	0.08
belief system	TechTool	0.96	0.00	0.03	0.01
leave-one-out method	TechTool	0.84	0.14	0.00	0.02
knowledge acquisition process	other	0.30	0.00	0.70	0.00
subjectivity classification	TechTool	0.95	0.00	0.04	0.00
senseval-3 training set	other	0.01	0.28	0.67	0.04
decision-tree learning	TechTool	0.97	0.00	0.02	0.01
lexical head pruning	TechTool	0.83	0.00	0.16	0.00
iso linguistic annotation	TechTool	0.76	0.12	0.12	0.01
word sense tagging	TechTool	0.69	0.28	0.02	0.01
text cohesion	other	0.33	0.00	0.64	0.02
sentence structure	DSMMM	0.08	0.26	0.04	0.62
non-em optimization	TechTool	0.96	0.00	0.03	0.01
ne-time tag	TechTool	0.73	0.07	0.02	0.18
scopal resolution	TechTool	0.97	0.01	0.02	0.00
default sense selection	TechTool	0.99	0.00	0.01	0.00
alignment task	TechTool	0.77	0.00	0.23	0.00
verb group description	Linguistics	0.01	0.71	0.27	0.00
documentation production	TechTool	0.65	0.00	0.35	0.00
word recurrence	TechTool	0.48	0.14	0.16	0.22
relevancy recognition	TechTool	0.92	0.00	0.05	0.04
noun construction	Linguistics	0.45	0.53	0.00	0.02
projective parsing	TechTool	0.92	0.00	0.01	0.07
automatic concept acquisition	TechTool	0.99	0.00	0.00	0.00
list construction	other	0.39	0.10	0.50	0.01
unique hash anagram	TechTool	0.93	0.03	0.03	0.01
decision tree representation	TechTool	0.85	0.00	0.02	0.13
query expansion	TechTool	0.80	0.00	0.00	0.20
name resolution	TechTool	0.69	0.31	0.00	0.00
larnbek calculus	TechTool	0.65	0.11	0.17	0.07
compound disambiguation	TechTool	0.96	0.04	0.00	0.00
generic text summarization	TechTool	0.95	0.04	0.01	0.00
best-first shift-reduce	TechTool	0.91	0.00	0.04	0.05
Markov probability	DSMMM	0.00	0.00	0.00	1.00
average retrieval times	DSMMM	0.00	0.01	0.00	0.99
unsupervised segmentation	TechTool	1.00	0.00	0.00	0.00
order similarity	DSMMM	0.04	0.00	0.16	0.80
automatic discrimination	TechTool	0.99	0.00	0.01	0.00
auxiliary verb system	Linguistics	0.48	0.52	0.00	0.00
termdiscovery	TechTool	0.61	0.12	0.14	0.13
seed	DSMMM	0.20	0.23	0.24	0.33
njfun	TechTool	0.66	0.10	0.13	0.11
probabilistic spectral mapping	TechTool	0.88	0.00	0.03	0.09
nal position	other	0.00	0.09	0.85	0.06
co-occurrence matching	TechTool	0.84	0.00	0.03	0.13
computer-assisted language learning	TechTool	0.91	0.01	0.07	0.01
modelling approach	TechTool	1.00	0.00	0.00	0.00
linguistic model adaptation	TechTool	0.87	0.00	0.00	0.12
guided search	TechTool	0.85	0.00	0.14	0.01
translator	other	0.24	0.11	0.61	0.04
concept association	TechTool	0.77	0.00	0.00	0.23
tag strategy	TechTool	0.90	0.00	0.10	0.00
location description	other	0.05	0.11	0.80	0.05
syntax	Linguistics	0.13	0.47	0.29	0.12
acronym recognition	TechTool	0.97	0.00	0.02	0.00
word counting	TechTool	0.75	0.00	0.01	0.23
english ner	TechTool	0.96	0.01	0.01	0.02
breadth-first search	TechTool	0.96	0.00	0.02	0.01
phonetic similarity model	DSMMM	0.02	0.00	0.00	0.98
matrix instantiation	TechTool	0.92	0.00	0.00	0.07
information extraction systems	TechTool	0.99	0.00	0.01	0.00
global feature weighting	TechTool	0.53	0.00	0.00	0.46
language-based information	other	0.20	0.01	0.70	0.09
tiler	other	0.39	0.18	0.39	0.04
frequency distribution	DSMMM	0.00	0.01	0.00	0.99
semantic reasoning	TechTool	0.90	0.00	0.10	0.00
island-based parsing	TechTool	0.95	0.00	0.00	0.05
czech national corpus	Linguistics	0.00	0.99	0.00	0.00
synonymy resolution	TechTool	0.97	0.02	0.01	0.01
truth maintenance	TechTool	0.73	0.00	0.04	0.23
appointment scheduling	TechTool	0.89	0.02	0.09	0.00
quantifier scoping	TechTool	0.90	0.06	0.00	0.04
inside-outside expectation maximization	TechTool	0.95	0.00	0.03	0.02
mini-computer	TechTool	0.79	0.06	0.08	0.07
paraphrase representation	TechTool	0.54	0.01	0.03	0.43
spanish-to-english translation	TechTool	0.69	0.30	0.00	0.01
name translation	Linguistics	0.38	0.60	0.01	0.01
statistical dependency parsing	TechTool	0.97	0.00	0.00	0.03
chinese-english language pair	Linguistics	0.29	0.53	0.04	0.13
scheduling process	other	0.17	0.00	0.83	0.00
answer ranking	DSMMM	0.15	0.00	0.15	0.70
segment contiguity	other	0.10	0.02	0.71	0.17
significance analysis	TechTool	0.62	0.00	0.26	0.12
inductive learning algorithm	TechTool	0.98	0.00	0.02	0.00
artificial identity	TechTool	0.58	0.15	0.14	0.12
two-stages translation model	TechTool	0.70	0.00	0.23	0.07
blackboard-based parsing	TechTool	0.96	0.00	0.00	0.04
art extraction	TechTool	0.83	0.00	0.17	0.00
inheritance network representation	TechTool	0.58	0.00	0.00	0.42
problem-solving dialogue	TechTool	0.72	0.00	0.28	0.00
head-oriented approach	TechTool	0.88	0.01	0.10	0.00
argument case-slot	Linguistics	0.41	0.50	0.06	0.02
dependency lattice	DSMMM	0.11	0.02	0.01	0.86
evaluation guideline	DSMMM	0.06	0.06	0.05	0.83
rule schema	TechTool	0.98	0.00	0.02	0.00
french-to-english translation	TechTool	0.60	0.40	0.00	0.01
hybrid fsa-guided constraint processing	TechTool	0.99	0.00	0.01	0.00
english alphabet-to-korean alphabet conversion	TechTool	0.85	0.10	0.03	0.02
label propagation	TechTool	0.95	0.00	0.00	0.04
functional programming language	TechTool	0.91	0.04	0.02	0.02
japanese handwriting	Linguistics	0.14	0.74	0.11	0.01
semantic query expansion	TechTool	0.85	0.00	0.02	0.14
semantic role labelling	TechTool	0.61	0.07	0.32	0.01
answer pattern acquisition	TechTool	0.78	0.00	0.14	0.08
image-based summarization	TechTool	0.96	0.00	0.01	0.03
string position evaluation	other	0.17	0.04	0.62	0.17
recognition network	TechTool	0.88	0.00	0.00	0.12
speech synthesis literature	other	0.00	0.45	0.54	0.00
noun classification	TechTool	0.55	0.45	0.00	0.01
statistical patxem recognition	TechTool	0.99	0.00	0.00	0.00
term translation extraction	TechTool	0.69	0.01	0.00	0.29
k-fold cross-validation technique	TechTool	0.92	0.05	0.02	0.01
word-based compression	TechTool	0.72	0.00	0.01	0.27
modeling information-seeking	TechTool	0.70	0.00	0.30	0.00
syntax-based machine translation	TechTool	0.90	0.01	0.07	0.02
configurational language	Linguistics	0.06	0.80	0.11	0.03
keyword-based information retrieval	TechTool	0.95	0.00	0.02	0.03
information management system	TechTool	0.98	0.00	0.02	0.00
context-based morphological disambiguation	TechTool	0.95	0.01	0.04	0.00
story generation	TechTool	0.88	0.00	0.12	0.01
evaluation measure	DSMMM	0.01	0.00	0.00	0.99
document representation and retrieval	TechTool	0.96	0.00	0.01	0.04
grammar model	DSMMM	0.20	0.00	0.00	0.79
mixed-initiative dialog	TechTool	0.92	0.05	0.02	0.01
backtransliterator	TechTool	0.61	0.12	0.14	0.13
lmi lisp machine	TechTool	0.92	0.01	0.01	0.06
acquired sense rank	other	0.23	0.00	0.40	0.37
least-errors recognition	other	0.39	0.01	0.60	0.01
sentence-tree pair	DSMMM	0.25	0.06	0.01	0.67
low level recognition	TechTool	0.87	0.00	0.05	0.07
chinese corpora	Linguistics	0.00	0.96	0.00	0.03
full natural language understanding	TechTool	0.93	0.01	0.05	0.00
content-oriented categorization	TechTool	0.85	0.02	0.13	0.00
unlabeled training set	Linguistics	0.01	0.76	0.16	0.08
pronoun interpretation	TechTool	0.85	0.01	0.14	0.01
context free grammar	TechTool	0.88	0.01	0.10	0.01
contextual boundedness	TechTool	0.67	0.05	0.14	0.14
declarative approach	TechTool	0.98	0.02	0.00	0.00
tree-treuis search	TechTool	0.69	0.00	0.00	0.31
linguistic-rule induction	TechTool	0.98	0.00	0.01	0.00
closed-loop learning	TechTool	0.91	0.00	0.08	0.01
left-right centering	other	0.32	0.00	0.67	0.01
attribute sequence	other	0.24	0.07	0.68	0.01
top-down derivation	TechTool	0.60	0.00	0.26	0.15
language teaching	TechTool	0.60	0.01	0.39	0.00
model learning	TechTool	0.95	0.00	0.00	0.04
statistical classification	TechTool	0.99	0.00	0.00	0.00
thesaurus enrichment	Linguistics	0.32	0.66	0.01	0.01
subject field coder	other	0.01	0.49	0.50	0.00
ccgbank	TechTool	0.81	0.05	0.07	0.06
bounded search	TechTool	0.93	0.00	0.01	0.06
unit separation distance	DSMMM	0.00	0.00	0.25	0.75
term discovery	TechTool	0.82	0.00	0.01	0.17
orthographic mapping	TechTool	0.71	0.00	0.28	0.01
autosegmental theory	other	0.06	0.43	0.50	0.02
learning machine	TechTool	0.94	0.00	0.06	0.00
non-determistic automaton	TechTool	0.77	0.00	0.17	0.06
candidate collocation	Linguistics	0.04	0.61	0.00	0.34
tense selection	TechTool	0.98	0.00	0.02	0.00
character	Linguistics	0.16	0.38	0.36	0.10
translation training	TechTool	0.63	0.30	0.05	0.03
inference rule	TechTool	0.91	0.00	0.09	0.00
translation pruning	TechTool	0.93	0.00	0.01	0.06
template matcher	TechTool	0.99	0.00	0.01	0.00
greedy symbolic learning algorithm	TechTool	0.98	0.00	0.02	0.00
empty node recovery	TechTool	0.93	0.01	0.06	0.01
part of speech	other	0.02	0.19	0.79	0.01
lexical association procedure	TechTool	0.92	0.00	0.08	0.00
carmel-tools interpretation	TechTool	0.96	0.01	0.03	0.00
descriptor score	DSMMM	0.04	0.06	0.00	0.89
ontological structure	TechTool	0.37	0.23	0.05	0.34
text browser	TechTool	0.69	0.04	0.27	0.00
caseframe	TechTool	0.63	0.11	0.14	0.12
word model	DSMMM	0.02	0.02	0.00	0.96
term-list translation	Linguistics	0.37	0.51	0.02	0.10
speech intention understanding	TechTool	0.61	0.01	0.36	0.02
word sentiment classifier	Linguistics	0.48	0.49	0.01	0.02
dom framework	TechTool	0.91	0.07	0.01	0.01
glr parsing	TechTool	0.98	0.00	0.01	0.01
category theory	Linguistics	0.02	0.53	0.43	0.03
unannotated text collection	Linguistics	0.10	0.63	0.26	0.00
training dataset	Linguistics	0.16	0.80	0.01	0.03
model parameter	DSMMM	0.18	0.00	0.00	0.81
intra-subject correlation	DSMMM	0.03	0.07	0.33	0.57
lifer parser	TechTool	0.99	0.00	0.00	0.00
meanings	Linguistics	0.19	0.48	0.25	0.08
query optimization	TechTool	0.93	0.00	0.00	0.07
data representation	DSMMM	0.30	0.00	0.06	0.64
symbolics lisp	TechTool	0.89	0.09	0.01	0.01
information-gathering	TechTool	0.79	0.00	0.19	0.02
generation-based optimization	TechTool	0.99	0.00	0.00	0.01
recursive reference resolution	TechTool	0.96	0.00	0.04	0.00
incremental refinement	TechTool	0.92	0.00	0.07	0.00
question answering systems	TechTool	0.97	0.00	0.03	0.00
vp deletion	TechTool	0.85	0.09	0.06	0.00
thread summarization	TechTool	0.89	0.03	0.07	0.01
database interface	TechTool	0.91	0.00	0.08	0.01
selection method	TechTool	1.00	0.00	0.00	0.00
flash memory	other	0.39	0.00	0.45	0.17
morpho-syntactic parsing	TechTool	0.96	0.00	0.02	0.02
representation scheme	TechTool	0.99	0.00	0.00	0.01
apple pie parser	TechTool	0.95	0.04	0.00	0.01
tiger annotation scheme	TechTool	0.91	0.01	0.07	0.00
approximation reranking	TechTool	0.63	0.00	0.02	0.36
crf estimation	TechTool	0.91	0.00	0.00	0.08
classificatio n	other	0.05	0.44	0.48	0.02
manual evaluation	TechTool	0.96	0.00	0.02	0.01
mean distance function	DSMMM	0.00	0.00	0.02	0.98
short query retrieval	TechTool	0.95	0.00	0.00	0.05
tree-building	TechTool	0.78	0.00	0.00	0.21
speaker adaptation ( sa )	TechTool	0.96	0.00	0.03	0.01
condition probability	DSMMM	0.00	0.00	0.09	0.91
sextant relation extraction	TechTool	0.97	0.00	0.02	0.01
phonetic association	TechTool	0.62	0.00	0.02	0.36
computational knowledge	other	0.04	0.00	0.95	0.00
finite state	other	0.37	0.02	0.61	0.00
wordsmith tools	TechTool	0.85	0.01	0.15	0.00
corpus-based grammar	Linguistics	0.28	0.61	0.00	0.11
pattern learning	TechTool	0.90	0.00	0.09	0.01
semi-supervised classication	TechTool	0.95	0.03	0.01	0.01
subjective evaluation	other	0.17	0.01	0.71	0.11
case retrieval	TechTool	0.89	0.00	0.00	0.11
subjective sentence classifier	TechTool	0.86	0.03	0.06	0.05
modeling coordination	TechTool	0.93	0.00	0.07	0.00
root-node finding	TechTool	0.93	0.00	0.05	0.02
multilevel bootstrapping	TechTool	0.99	0.00	0.00	0.01
msa treebank	Linguistics	0.13	0.82	0.04	0.01
unification systern	TechTool	0.98	0.00	0.01	0.01
semi-supervised rating	TechTool	0.93	0.03	0.02	0.02
japanese-english sublanguage-based machine translation	TechTool	0.77	0.22	0.00	0.01
chunk parsing research	TechTool	0.65	0.00	0.34	0.00
human annotation	TechTool	0.67	0.02	0.31	0.00
root-finding	TechTool	0.95	0.00	0.05	0.00
prosodic phrase boundary	TechTool	0.94	0.01	0.01	0.03
tree anchoring	DSMMM	0.29	0.04	0.07	0.60
terminology retrieval	TechTool	0.92	0.01	0.00	0.07
phrase weighting	TechTool	0.54	0.00	0.00	0.46
paraphrase recognition	TechTool	0.95	0.00	0.03	0.02
evaluation service	TechTool	0.60	0.00	0.00	0.40
is-a taxonomy	Linguistics	0.43	0.49	0.00	0.08
cpa-derived featureset	TechTool	0.74	0.00	0.24	0.02
predictive answer indexer	TechTool	0.49	0.00	0.41	0.09
vocabulary agreement	DSMMM	0.00	0.26	0.13	0.61
fsm	TechTool	0.78	0.07	0.07	0.08
lexical specification	other	0.23	0.16	0.61	0.00
nmltilingual generation	TechTool	0.96	0.00	0.03	0.00
language pedagogy	Linguistics	0.24	0.31	0.27	0.19
word query translation	TechTool	0.64	0.19	0.04	0.13
zipping compression	TechTool	0.76	0.00	0.03	0.21
temporal anaphora resolution	TechTool	0.93	0.00	0.06	0.00
information possessor	other	0.16	0.01	0.83	0.00
transformation rule application	TechTool	0.94	0.00	0.06	0.00
pmm model	DSMMM	0.05	0.00	0.00	0.94
text-organization	TechTool	0.67	0.10	0.18	0.06
flexible dialogue management	TechTool	0.99	0.00	0.01	0.00
telephone interpreting	TechTool	0.97	0.00	0.03	0.00
lexical influence	other	0.00	0.24	0.57	0.19
search problem	other	0.41	0.00	0.59	0.00
on-line word recognition	TechTool	0.91	0.00	0.02	0.07
sentence scoring	DSMMM	0.48	0.00	0.00	0.52
information browsing	other	0.31	0.00	0.68	0.00
mbr decoding	TechTool	0.93	0.00	0.01	0.06
subcategorization	TechTool	0.55	0.11	0.17	0.16
word-formatives grammar	Linguistics	0.38	0.47	0.01	0.14
domain lexicon	Linguistics	0.00	0.95	0.03	0.01
syntax-based translation	TechTool	0.91	0.02	0.06	0.02
concurrent execution	TechTool	0.95	0.00	0.05	0.00
word-context-dependent phone-modelling	TechTool	0.84	0.02	0.01	0.13
dutch verb-particle	Linguistics	0.03	0.96	0.00	0.00
japanese book reading	Linguistics	0.20	0.72	0.06	0.02
collocation-based filter	TechTool	0.69	0.05	0.00	0.26
web-based indexer	TechTool	0.83	0.06	0.04	0.07
english-japanese transliteration	TechTool	0.56	0.43	0.01	0.01
discourse labeler	TechTool	0.51	0.38	0.10	0.01
boolean model	TechTool	0.51	0.00	0.00	0.49
sense discriminator	TechTool	0.42	0.38	0.20	0.00
paragraph segmentation	TechTool	0.83	0.01	0.16	0.00
salesman problem	other	0.05	0.00	0.95	0.00
pragmatic reasoning	TechTool	0.95	0.00	0.05	0.00
air travel database	Linguistics	0.44	0.54	0.01	0.01
idiom detection	TechTool	0.98	0.00	0.00	0.01
tree-based order model	DSMMM	0.12	0.00	0.00	0.88
supervised classi cation	TechTool	0.96	0.00	0.04	0.00
cross-document structure	TechTool	0.43	0.41	0.09	0.07
machine processing	TechTool	0.99	0.00	0.01	0.00
microphone array	DSMMM	0.23	0.00	0.04	0.73
named entities	Linguistics	0.00	0.60	0.40	0.00
legacy-document normalization	TechTool	0.97	0.01	0.00	0.02
xml document	TechTool	0.71	0.17	0.11	0.00
automatic annotation procedure	TechTool	0.94	0.00	0.06	0.00
trigram analysis	TechTool	0.84	0.00	0.00	0.16
compound formation	Linguistics	0.33	0.65	0.02	0.00
storybook corpus	Linguistics	0.01	0.96	0.00	0.02
plan optimization step	TechTool	0.50	0.00	0.49	0.01
name form and modification	TechTool	0.70	0.00	0.28	0.02
parallel training corpora	Linguistics	0.02	0.97	0.00	0.00
ds tree	DSMMM	0.01	0.06	0.03	0.90
community metadata	other	0.01	0.37	0.61	0.01
local segment contiguity model	DSMMM	0.12	0.00	0.02	0.87
oneto-two channel probability	DSMMM	0.37	0.00	0.10	0.53
relationship recognition	TechTool	0.55	0.00	0.45	0.00
automatie hypothesis selection	TechTool	0.92	0.00	0.04	0.04
incremental graph generalization	TechTool	0.66	0.00	0.01	0.33
anaphoric processing	TechTool	0.98	0.00	0.02	0.00
lexical choice	other	0.32	0.00	0.68	0.00
decision ~ tree	TechTool	0.83	0.01	0.13	0.03
bootstrapping cycle	TechTool	0.96	0.00	0.03	0.01
online dictionary	Linguistics	0.03	0.95	0.02	0.00
risk minimization classification	TechTool	0.98	0.00	0.01	0.01
creative thinking	other	0.14	0.09	0.77	0.00
top-down language processing	TechTool	0.88	0.00	0.02	0.10
parallel marker-passing	TechTool	0.95	0.04	0.01	0.00
hidden markov models	DSMMM	0.30	0.00	0.00	0.70
modelling word-meanings	Linguistics	0.26	0.72	0.01	0.01
Synchronous dependency insertion grammars	TechTool	0.99	0.00	0.00	0.00
supervised tagging	TechTool	0.99	0.00	0.00	0.00
linear complexity	DSMMM	0.04	0.00	0.15	0.81
supervised learning system	TechTool	0.99	0.00	0.01	0.00
non-linear planning	TechTool	0.89	0.00	0.11	0.00
learning vector quantization	TechTool	0.96	0.00	0.03	0.00
summary browser	TechTool	0.73	0.03	0.17	0.07
depth-first parser	TechTool	0.98	0.01	0.01	0.01
uni cation	TechTool	0.73	0.00	0.27	0.00
bayes estimation	TechTool	0.99	0.00	0.00	0.01
phone-string classifier	TechTool	0.95	0.03	0.00	0.02
word corpus	Linguistics	0.00	0.87	0.00	0.12
supertag	TechTool	0.67	0.11	0.10	0.11
chinese homophone disambiguation	TechTool	0.83	0.14	0.03	0.00
document feature	TechTool	0.76	0.05	0.08	0.10
memory storage	TechTool	0.77	0.00	0.03	0.20
transcription editor	TechTool	0.94	0.00	0.06	0.00
keyword retrieval	TechTool	0.94	0.00	0.00	0.06
discourse modeling	TechTool	0.98	0.01	0.01	0.00
scrambling	other	0.35	0.06	0.55	0.05
fragment interpreter	TechTool	0.97	0.01	0.00	0.01
tense resolution	TechTool	0.91	0.07	0.02	0.00
interleaved generation	TechTool	0.95	0.00	0.05	0.00
existontial quantification	Linguistics	0.17	0.35	0.35	0.13
unannotated text	Linguistics	0.02	0.75	0.23	0.00
english-vietnamese parallel corpus	Linguistics	0.04	0.96	0.00	0.00
surface constituent	other	0.01	0.09	0.77	0.12
symbolic architecture machiue	TechTool	0.97	0.01	0.01	0.00
statistical parsing	TechTool	0.99	0.00	0.00	0.01
pitch	other	0.02	0.10	0.57	0.31
limited inference mechanism	TechTool	0.79	0.00	0.21	0.00
pattern engineering	TechTool	0.95	0.00	0.03	0.02
listing	Linguistics	0.22	0.46	0.26	0.07
acquisition interface	TechTool	0.99	0.00	0.01	0.00
machine annotation	TechTool	0.95	0.00	0.03	0.01
corpus-based classification	TechTool	0.92	0.06	0.00	0.02
hdag kernel	TechTool	0.94	0.00	0.00	0.06
context extraction	TechTool	0.98	0.00	0.01	0.01
grammar teaching	TechTool	0.92	0.01	0.08	0.00
modifier structure grammar	Linguistics	0.09	0.62	0.00	0.29
entailment judgment	other	0.11	0.00	0.53	0.35
longsentence splitting	other	0.26	0.09	0.54	0.11
distributed simulation	TechTool	0.51	0.00	0.48	0.01
phrase-based model	DSMMM	0.14	0.00	0.00	0.86
domain plan	other	0.22	0.01	0.71	0.07
language response generation	TechTool	0.66	0.00	0.31	0.03
categorial grammar \	TechTool	0.77	0.22	0.00	0.01
sentential context	other	0.04	0.10	0.82	0.03
mark-up language	Linguistics	0.25	0.71	0.01	0.03
tacitus	TechTool	0.69	0.08	0.21	0.02
interactive discourse	TechTool	0.55	0.01	0.43	0.00
binary rule formalism	TechTool	0.96	0.00	0.03	0.00
Natural Language Processing	TechTool	0.94	0.00	0.05	0.00
romanian-english alignment	TechTool	0.72	0.27	0.00	0.01
dialog management architecture	TechTool	0.98	0.02	0.00	0.00
logic-based machine translation	TechTool	0.98	0.00	0.01	0.01
muc-6 evaluation	TechTool	0.39	0.02	0.32	0.27
human performance	DSMMM	0.00	0.01	0.08	0.90
phonological representation	TechTool	0.74	0.01	0.12	0.14
topic statement	other	0.02	0.33	0.62	0.03
metamodel	TechTool	0.61	0.12	0.14	0.13
spoken dialogue performance	DSMMM	0.00	0.11	0.03	0.85
knowledge sharing	other	0.15	0.00	0.85	0.00
finite clause	TechTool	0.69	0.12	0.19	0.00
feature elimination	TechTool	0.90	0.00	0.08	0.01
derivation	other	0.27	0.08	0.52	0.13
defensible deduction	TechTool	0.88	0.00	0.11	0.01
object-attribute elaboration	TechTool	0.66	0.03	0.22	0.08
unification-based grammar formalism	TechTool	0.92	0.00	0.00	0.08
question-answering system	TechTool	0.98	0.01	0.01	0.01
topic\/focus information structure	other	0.00	0.15	0.80	0.05
coupled parsing	TechTool	0.98	0.00	0.01	0.01
list algorithm	TechTool	0.96	0.00	0.03	0.01
classifier prediction	TechTool	0.91	0.00	0.00	0.09
one-againstthe-rest classification	TechTool	0.95	0.04	0.01	0.00
constituent combination	TechTool	0.67	0.16	0.15	0.03
general-purpose NLP components	TechTool	0.92	0.00	0.08	0.00
kpca	TechTool	0.68	0.10	0.08	0.14
top-down parsing algorithm	TechTool	0.86	0.00	0.01	0.13
kalman predictor	TechTool	0.50	0.02	0.35	0.13
accurate boundary determination	TechTool	0.85	0.00	0.14	0.00
fragment analysis	TechTool	0.95	0.01	0.04	0.00
advanced question answering	TechTool	0.69	0.00	0.30	0.00
automatic sign detection	TechTool	0.98	0.00	0.00	0.02
word tag disambiguation	TechTool	0.85	0.14	0.01	0.00
sgml stream	TechTool	0.85	0.01	0.14	0.00
string manipulation	TechTool	0.86	0.00	0.11	0.02
static analysis	TechTool	0.93	0.00	0.05	0.02
directory assistance system	TechTool	0.96	0.02	0.02	0.00
gazetteer information	other	0.01	0.04	0.94	0.00
finite-state automata	TechTool	0.81	0.02	0.17	0.00
response strategy	other	0.44	0.00	0.54	0.02
topics	Linguistics	0.13	0.53	0.25	0.09
template expansion	TechTool	0.92	0.00	0.00	0.08
automatic threshold selection	TechTool	0.88	0.00	0.00	0.11
knowledge base	other	0.04	0.09	0.86	0.00
alignment error rate	DSMMM	0.15	0.00	0.00	0.84
syntactic role determination	TechTool	0.82	0.00	0.17	0.00
automatic thesaurus generation	TechTool	0.99	0.01	0.00	0.00
homograph disambiguation	TechTool	0.98	0.01	0.01	0.00
adequacy desideratum	other	0.01	0.02	0.69	0.27
left-to-right search	TechTool	0.87	0.00	0.11	0.02
kodiak representation	TechTool	0.89	0.00	0.02	0.09
certainty conditions	TechTool	0.42	0.00	0.27	0.31
boas knowledge elicitation	TechTool	0.66	0.03	0.31	0.00
newspaper storey	TechTool	0.52	0.22	0.14	0.11
similarity-driven transfer system ( simtran )	TechTool	0.98	0.00	0.00	0.02
rating	Linguistics	0.26	0.29	0.25	0.20
semantic maping	TechTool	0.69	0.06	0.20	0.06
time sequence scoring	TechTool	0.63	0.00	0.22	0.15
